source_site,family,action,destination,h1,title,meta_description,text_length,url
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/irbis/sukraloza,Irbis Sukralóza,"Irbis Sukralóza | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2145,https://www.vitar.cz/znacky/irbis/sukraloza/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/irbis/sacharin,Irbis Sacharin,"Irbis Sacharin | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2128,https://www.vitar.cz/znacky/irbis/sacharin/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/energit/dextroza,Energit Dextróza,"Energit Dextróza | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2043,https://www.vitar.cz/znacky/energit/dextroza/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/energit/krabicka,Energit v plechu,"Energit v plechu | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2640,https://www.vitar.cz/znacky/energit/krabicka/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/predator/repelent,Predator Repelent,"Predator Repelent | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2941,https://www.vitar.cz/znacky/predator/repelent/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/predator/parazit,Predator Parazit,"Predator Parazit | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2391,https://www.vitar.cz/znacky/predator/parazit/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revitalon/forte,Revitalon Forte,"Revitalon Forte | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2256,https://www.vitar.cz/znacky/revitalon/forte/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revitalon/kosmetika,Revitalon kosmetika,"Revitalon kosmetika | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2081,https://www.vitar.cz/znacky/revitalon/kosmetika/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/sumive-tablety,Maxi Vita šumivé tablety,"Maxi Vita šumivé tablety | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",3087,https://www.vitar.cz/znacky/maxivita/sumive-tablety/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/stick-pack,Maxi Vita stick packy,"Maxi Vita stick packy | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2628,https://www.vitar.cz/znacky/maxivita/stick-pack/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/kids,Maxi Vita Kids,"Maxi Vita Kids | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2641,https://www.vitar.cz/znacky/maxivita/kids/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/exclusive,Maxi Vita Exclusive,"Maxi Vita Exclusive | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",3222,https://www.vitar.cz/znacky/maxivita/exclusive/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/tablety,Maxi Vita tablety,"Maxi Vita tablety | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",3057,https://www.vitar.cz/znacky/maxivita/tablety/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/kapsle,Maxi Vita kapsle,"Maxi Vita kapsle | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2847,https://www.vitar.cz/znacky/maxivita/kapsle/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revital/sumive-tablety,Revital šumivé tablety,"Revital šumivé tablety | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2985,https://www.vitar.cz/znacky/revital/sumive-tablety/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revital/tablety,Revital tablety,"Revital tablety | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2153,https://www.vitar.cz/znacky/revital/tablety/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/revital/kapsle,Revital kapsle,"Revital kapsle | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2009,https://www.vitar.cz/znacky/revital/kapsle/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/capri-sun/02,"Capri-Sun 0,2 l","Capri-Sun 0,2 l | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2554,https://www.vitar.cz/znacky/capri-sun/02/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/capri-sun/033,"Capri-Sun 0,33 l","Capri-Sun 0,33 l | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2343,https://www.vitar.cz/znacky/capri-sun/033/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/multivitaminy,Multivitaminy,"Multivitaminy | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2785,https://www.vitar.cz/produkty/multivitaminy/
vitar.cz,category_or_listing,move_to_veterina_shop,dedicated VITAR Veterina e-shop / domain TBD,VETERINA,"VETERINA | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2289,https://www.vitar.cz/produkty/veterinae/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/multivitaminy/maxivita,MaxiVita,"MaxiVita | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2391,https://www.vitar.cz/produkty/multivitaminy/maxivita/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/zelezo,Železo,"Železo | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2013,https://www.vitar.cz/produkty/zelezo/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/darkova-vyhodna-baleni/maxivita-vanocni-balicky,MaxiVita vánoční balíčky,"MaxiVita vánoční balíčky | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",1866,https://www.vitar.cz/darkova-vyhodna-baleni/maxivita-vanocni-balicky/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/horcik,Hořčík - magnezium,"Hořčík - magnezium | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2717,https://www.vitar.cz/produkty/horcik/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/vitamin-c,Vitamin C,"Vitamin C | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2752,https://www.vitar.cz/produkty/vitamin-c/
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/novinky/maxivita,MaxiVita,"MaxiVita | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2218,https://www.vitar.cz/novinky/maxivita/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/jarni-ocista,Jarní očista,"Jarní očista | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2345,https://www.vitar.cz/produkty/jarni-ocista/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/beta-karoten,Beta-karoten,"Beta-karoten | VITAR, s.r.o.",Chcete krásné a dlouhotrvající opálení? Dopřejte si beta-karoten před sezonou slunění.,2579,https://www.vitar.cz/produkty/beta-karoten/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/horcik,Hořčík,"Hořčík | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2006,https://www.vitar.cz/znacky/vitar/horcik/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/capri-sun/limitovana-edice,Limitovaná edice,"Limitovaná edice | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2358,https://www.vitar.cz/znacky/capri-sun/limitovana-edice/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/rakytnik,Rakytník,"Rakytník | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",3103,https://www.vitar.cz/produkty/rakytnik/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/beta-karoten,Vitar Beta-karoten,"Vitar Beta-karoten | VITAR, s.r.o.",Vitar Super Beta-karoten je unikátní komplexní doplněk stravy pro zdravou pokožku a krásné opálení. Komplexnost složení výrobků vychází z mnohaletých zkušeností vývojového a marketingového oddělení. Ochranu zajišťují během opálení a následně i po něm. Chrání pokožku jak na slunci tak i v soláriu. Vitar Super Beta-karoten je tradiční český výrobek již 20 let. Odborníci mají jasno – beta-karoten doporučují užívat dva až tři měsíce před opalováním.,2610,https://www.vitar.cz/znacky/vitar/beta-karoten/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/stick-packy,Vitaminové stick packy,"Vitaminové stick packy | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2731,https://www.vitar.cz/stick-packy/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxivita/beauty,Maxi Vita Beauty,"Maxi Vita Beauty | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2402,https://www.vitar.cz/znacky/maxivita/beauty/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/dostupny-sortiment,Dostupný sortiment,"Dostupný sortiment | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2703,https://www.vitar.cz/dostupny-sortiment/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/vitar-eko,Vitar EKO - Pro budoucnost nás i přírody,"Vitar EKO - Pro budoucnost nás i přírody | VITAR, s.r.o.","Nová produktová podřada Vitar EKO Friendly klade důraz nejen na kvalitu jednotlivých produktů, ale také na ochranu životního prostředí. Produkty řady Vitar EKO Friendly jsou baleny do krabiček ze 100% recyklovatelného materiálu, používají také ekologické barvy potisku. Samotné kapsle jsou umisťovány do ekologicky šetrných papírových sáčků, které je možné znovu uzavřít pomocí malých dřevěných kolíčků.",3534,https://www.vitar.cz/znacky/vitar/vitar-eko/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/maxivita-vase-zdravi,Maxi Vita Vaše zdraví,"Maxi Vita Vaše zdraví | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2671,https://www.vitar.cz/produkty/maxivita-vase-zdravi/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/enervit,Enervit - Pro lepší sportovní výkon,"Enervit - Pro lepší sportovní výkon | VITAR, s.r.o.","Enervit je sportovní výživa, která pomáhá sportovat lépe, protože vychází ze základních principů fungování organizmu a nabízí tak špičkovou sportovní výživu na dobu před, během a po sportu. Enervit představuje kvalitu ověřenou miliony vytrvalců po desítky let, nejlépe ale vy sami oceníte, jak vám může Enervit zvýšit výkonnost. Enervit je italská značka sportovní výživy, která disponuje více než 50 lety zkušeností. Oficiálním distributorem v Česku je společnost VITAR Sport.",3112,https://www.vitar.cz/znacky/enervit/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/vitar/koenzym-q10,Koenzym Q10,"Koenzym Q10 | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2236,https://www.vitar.cz/znacky/vitar/koenzym-q10/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/darkova-vyhodna-baleni/vitar-eko-balicky,Vitar EKO balíčky,"Vitar EKO balíčky | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",1859,https://www.vitar.cz/darkova-vyhodna-baleni/vitar-eko-balicky/
vitar.cz,category_or_listing,move_to_veterina_shop,dedicated VITAR Veterina e-shop / domain TBD,Vitar Veterinae balíčky,"Vitar Veterinae balíčky | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",1865,https://www.vitar.cz/darkova-vyhodna-baleni/vitar-veterinae-balicky/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/homepage/doprucujeme,Dopručujeme,"Dopručujeme | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2536,https://www.vitar.cz/homepage/doprucujeme/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/homepage/nejprodavanejsi,Nejprodávanější,"Nejprodávanější | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2709,https://www.vitar.cz/homepage/nejprodavanejsi/
vitar.cz,category_or_listing,move_to_veterina_shop,dedicated VITAR Veterina e-shop / domain TBD,Pro zvířecí mazlíčky,"Pro zvířecí mazlíčky | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2505,https://www.vitar.cz/homepage/pro-zvireci-mazlicky/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/royal-bay,Royal Bay - České kompresky,"Royal Bay - České kompresky | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2513,https://www.vitar.cz/znacky/royal-bay/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/kloubni-vyziva,Kloubní výživa,"Kloubní výživa | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2320,https://www.vitar.cz/produkty/kloubni-vyziva/
vitar.cz,category_or_listing,rebuild_on_vitar_cz,vitar.cz/produkty/vapnik,Vápník,"Vápník | VITAR, s.r.o.","Jsme tradiční český výrobce a distributor vitaminových doplňků, jednička na trhu ve svém oboru v obchodních řetězcích a drogeriích v Česku a na Slovensku. Naše rodinná firma vznikla již v roce 1990 a dnes patří k předním českým producentům. Vitaminy, minerální látky a další doplňky stravy nabízíme i v lékárnách, vyvážíme je také do zahraničí.",2570,https://www.vitar.cz/produkty/vapnik/
vitar.cz,brand_landing,keep_on_vitar_cz,vitar.cz/znacky/maxi-vita-essentials,Maxi Vita ESSENTIALS - Prémiová řada vitaminů a doplňků stravy,"Maxi Vita ESSENTIALS - Prémiová řada vitaminů a doplňků stravy | VITAR, s.r.o.","Maxi Vita ESSENTIALS - nová prémiová řada vitaminů a doplňků stravy. Za Maxi Vita Essentials stojí tým odborníků ze společnosti Vitar. Všechny produkty byly postaveny tak, aby fungovaly jako celek. S velkým důrazem na kvalitu surovin.",3298,https://www.vitar.cz/znacky/maxi-vita-essentials/
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/,VITAR : Tradiční český výrobce vitaminových doplňků,"VITAR, s.r.o.: Vitaminy, minerální látky, doplňky stravy",Jsme tradiční český výrobce vitaminových doplňků s historií od roku 1990. Pomáháme lidem vést zdravější život prostřednictvím kvalitních doplňků stravy i řadou projektů.,6377,https://www.vitar.cz/
vitar.cz,commerce_support,keep_or_merge_on_shop,vitar.cz/o-nas/kontakt,Kontakt,"Kontakt | VITAR, s.r.o.",Jsme tradiční český výrobce vitaminových doplňků s historií od roku 1990. Kontaktujte nás!,3145,https://www.vitar.cz/o-nas/kontakt
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas,Doplňky stravy vyrábíme od roku 1990,"O společnosti | VITAR, s.r.o.","VITAR je tradiční český výrobce vitaminových doplňků, jednička na trhu v oblasti doplňků stravy v obchodních řetězcích a drogeriích v Česku a na Slovensku. Vitaminy, minerální látky a další užitečné produkty nabízíme i v lékárnách a vyvážíme je do téměř 40 zemí světa.",3572,https://www.vitar.cz/o-nas
vitar.cz,corporate_group,move_to_group_web,vitar-group.cz/o-nas/o-spolecnosti,Doplňky stravy vyrábíme od roku 1990,"O společnosti | VITAR, s.r.o.","VITAR je tradiční český výrobce vitaminových doplňků, jednička na trhu v oblasti doplňků stravy v obchodních řetězcích a drogeriích v Česku a na Slovensku. Vitaminy, minerální látky a další užitečné produkty nabízíme i v lékárnách a vyvážíme je do téměř 40 zemí světa.",3572,https://www.vitar.cz/o-nas/o-spolecnosti
vitar.cz,career,move_to_group_web,vitar-group.cz/kariera,Volná místa,"Volná místa | VITAR, s.r.o.","Přidejte se k nám a dělejte práci, která má smysl. Pomáháme lidem vést zdravější život. Prohlédněte si volné pracovní pozice ve VITARu, u tradičního českého výrobce vitaminových doplňků.",3994,https://www.vitar.cz/kariera/volna-mista
